record_id,owner_name,guardian_name,state,district,tehsil,village,khasra_number,plot_number,land_use_type,land_area_sq_m,survey_year,latitude,longitude,document_id,upload_timestamp,Hash,QR_Image
531,Pooja Yadav,Rohit Mishra,Uttar Pradesh,Kanpur,Malihabad,Lakshmipur,1906,519/6,Commercial,3307,2019,25.751733,82.33103,LANDDOC-10531,2026-03-14 11:37:43,080929ca5770a514968311c81b789e69b6840f9063a797cadf6ce76e5cfd9809,qr_codes\qr_531.png
532,Sneha Dubey,Pooja Yadav,Uttar Pradesh,Barabanki,Phulpur,Rampur,3800,342/7,Commercial,533,2018,26.296047,80.289172,LANDDOC-10532,2026-03-14 11:37:43,b1a8c2d9adc74619491df443330e1662a8065b82b4ba697dc8237aab785dd0c5,qr_codes\qr_532.png
533,Saurabh Jain,Saurabh Jain,Uttar Pradesh,Barabanki,Malihabad,Basantpur,7027,943/6,Agricultural,3758,2021,25.909832,80.173691,LANDDOC-10533,2026-03-14 11:37:43,2dea89c40c58379bfb0422334ddf9c73bd2c5b990cd3a65ad345cad4497e3bb7,qr_codes\qr_533.png
534,Amit Sharma,Anjali Srivastava,Uttar Pradesh,Sitapur,Sadar,Kalyanpur,7215,897/6,Residential,970,2023,27.18964,82.493943,LANDDOC-10534,2026-03-14 11:37:43,a7c6a2eaa9e04c37a10841fa8a1191e8aa778a535eaf5e66d9028abd2b462fec,qr_codes\qr_534.png
535,Nidhi Saxena,Anjali Srivastava,Uttar Pradesh,Kanpur,Sadar,Madhopur,3400,316/3,Commercial,4280,2018,25.633854,81.675047,LANDDOC-10535,2026-03-14 11:37:43,e433cbacb069a73225475f02c4b640246167562fdefd3aca11fe24549222e47e,qr_codes\qr_535.png
536,Vikas Pandey,Neha Gupta,Uttar Pradesh,Prayagraj,Bikapur,Kalyanpur,7950,793/2,Agricultural,4638,2015,27.201981,80.34633,LANDDOC-10536,2026-03-14 11:37:43,3b11bc74b338d741f256c3c900ae1a9bac16ebaae0cb4ff641d62c8b92361f32,qr_codes\qr_536.png
537,Sneha Dubey,Vikas Pandey,Uttar Pradesh,Prayagraj,Malihabad,Madhopur,1065,987/9,Residential,1509,2019,26.177612,79.585751,LANDDOC-10537,2026-03-14 11:37:43,959110ab0bec5832f0aa9cf6b9d844b1e14cd3553ca29ec1b765bcf858b02881,qr_codes\qr_537.png
538,Sneha Dubey,Deepak Yadav,Uttar Pradesh,Prayagraj,Malihabad,Madhopur,6778,862/2,Residential,2031,2022,26.630953,81.319083,LANDDOC-10538,2026-03-14 11:37:43,dd53be10b0a5d471faf52971929fb607324591996ff5d636a22e611abf183e03,qr_codes\qr_538.png
539,Rahul Verma,Rohit Mishra,Uttar Pradesh,Kanpur,Phulpur,Madhopur,2973,347/1,Agricultural,3113,2022,27.019306,79.729822,LANDDOC-10539,2026-03-14 11:37:43,0fe24fd205c14626138219008d1e62ec3bba3aa29a60a0f4eb8e6398bb68cec2,qr_codes\qr_539.png
540,Ankit Tiwari,Ravi Shukla,Uttar Pradesh,Barabanki,Sadar,Rampur,9874,179/2,Commercial,641,2024,27.337669,81.634579,LANDDOC-10540,2026-03-14 11:37:43,a3a083dddb0c5e893457f30e61dd3ad3c3da180e5e4613a49e2b6418f674664b,qr_codes\qr_540.png
541,Vikas Pandey,Neha Gupta,Uttar Pradesh,Varanasi,Sadar,Basantpur,6126,430/5,Residential,3990,2024,25.665459,81.501093,LANDDOC-10541,2026-03-14 11:37:43,91903e0d3398e71a4ade410ad83898d55ab3714ed3d6d83dfb894866e2ab2180,qr_codes\qr_541.png
542,Rohit Mishra,Anjali Srivastava,Uttar Pradesh,Varanasi,Sadar,Rampur,4001,217/4,Residential,2722,2023,26.185447,80.566318,LANDDOC-10542,2026-03-14 11:37:43,50e6cfd8b1c769152ba291804982efa563f39d4bb5626669ee17e2f42e3e894d,qr_codes\qr_542.png
543,Amit Sharma,Ravi Shukla,Uttar Pradesh,Prayagraj,Sadar,Shivpur,6464,356/1,Commercial,1251,2024,26.811697,80.092112,LANDDOC-10543,2026-03-14 11:37:43,78013cb819b4f36e86cee893772c3fb04545a59c1045678cf9509d5b293ddb4b,qr_codes\qr_543.png
544,Ravi Shukla,Ankit Tiwari,Uttar Pradesh,Prayagraj,Malihabad,Kalyanpur,8677,979/4,Commercial,365,2022,26.896499,80.813475,LANDDOC-10544,2026-03-14 11:37:43,55a52960ff9ff25ec7feb88f58062f62ffd6105dbd39abafb6630200b8c3608c,qr_codes\qr_544.png
545,Deepak Yadav,Pooja Yadav,Uttar Pradesh,Kanpur,Meja,Rampur,5128,955/8,Residential,3166,2016,27.162828,80.976623,LANDDOC-10545,2026-03-14 11:37:43,ade97df85ed80e4cb0ee90d7d4d6be49ca1743dce602bf8004e026688b6e3eb5,qr_codes\qr_545.png
546,Ankit Tiwari,Deepak Yadav,Uttar Pradesh,Gorakhpur,Meja,Madhopur,3812,249/1,Commercial,1758,2017,26.948102,80.018915,LANDDOC-10546,2026-03-14 11:37:43,b655df2095c0724c657ccecd1269cf03608caea6a29a8cd4a26c7964bfd2e7a2,qr_codes\qr_546.png
547,Ravi Shukla,Anjali Srivastava,Uttar Pradesh,Prayagraj,Phulpur,Basantpur,3444,448/7,Residential,1514,2018,26.776003,80.554559,LANDDOC-10547,2026-03-14 11:37:43,07fc8ec6598d5d37e6c0cc1027d9d3bf2663a2f0e8f0d362a9ae96e13e86c430,qr_codes\qr_547.png
548,Priya Singh,Rohit Mishra,Uttar Pradesh,Sitapur,Phulpur,Shivpur,4616,394/9,Commercial,2590,2022,27.140953,80.664254,LANDDOC-10548,2026-03-14 11:37:43,9fb63a37f67f547539b5eade10efbb9284b98479cc5f328bd48246f74162078c,qr_codes\qr_548.png
549,Amit Sharma,Sneha Dubey,Uttar Pradesh,Gorakhpur,Bikapur,Shivpur,2801,306/5,Commercial,3313,2017,25.935338,79.551162,LANDDOC-10549,2026-03-14 11:37:43,1f054f5ceb8381fb4bcbf3f53a51c4509ce9c05572adf8e45908161c85937e1f,qr_codes\qr_549.png
550,Rohit Mishra,Amit Sharma,Uttar Pradesh,Kanpur,Malihabad,Basantpur,5429,487/7,Commercial,1865,2018,27.192918,82.106096,LANDDOC-10550,2026-03-14 11:37:43,4b0f7db3486dc8936ea340ee02b6931bbca72042c84b3f3f36038508575e6de1,qr_codes\qr_550.png
551,Rahul Verma,Priya Singh,Uttar Pradesh,Barabanki,Meja,Basantpur,3348,105/1,Residential,4469,2018,25.847543,82.295199,LANDDOC-10551,2026-03-14 11:37:43,1f450ab5ea1e1b0c35725f120558297a5e0648bc28211cf87588a17e2731d503,qr_codes\qr_551.png
552,Neha Gupta,Amit Sharma,Uttar Pradesh,Lucknow,Malihabad,Rampur,8757,365/3,Commercial,3529,2022,26.596457,80.691199,LANDDOC-10552,2026-03-14 11:37:43,e08da5daed9cf8b302bf42e31d89067296ff61edcb86a1429ec197516f59b781,qr_codes\qr_552.png
553,Saurabh Jain,Amit Sharma,Uttar Pradesh,Varanasi,Bikapur,Kalyanpur,6526,611/6,Commercial,2509,2016,27.317928,80.854861,LANDDOC-10553,2026-03-14 11:37:43,df1eab199883e08ac43444a24a647decd7462aefc4fc3c71a55e16d8ba93d6fd,qr_codes\qr_553.png
554,Arjun Singh,Deepak Yadav,Uttar Pradesh,Prayagraj,Meja,Basantpur,7541,111/2,Commercial,1651,2023,26.496812,79.720075,LANDDOC-10554,2026-03-14 11:37:43,3c44f25915d62280947f1b20cf6bfd4cad62a5a1655cd10ed3a88235d16c1ba0,qr_codes\qr_554.png
555,Amit Sharma,Rahul Verma,Uttar Pradesh,Sitapur,Phulpur,Lakshmipur,9069,271/3,Agricultural,1682,2018,26.724149,80.391401,LANDDOC-10555,2026-03-14 11:37:43,f2cb8f51a58d288ee5934d5b3054df3115a64595bc6b808bbba02b08dc4a18be,qr_codes\qr_555.png
556,Nidhi Saxena,Anjali Srivastava,Uttar Pradesh,Lucknow,Phulpur,Basantpur,8519,279/7,Agricultural,2587,2022,26.246285,80.649078,LANDDOC-10556,2026-03-14 11:37:43,2c1ffc25b9e9ead96b7f37d7be158637f9ccd353881778dcd9fee7843dff82aa,qr_codes\qr_556.png
557,Sneha Dubey,Ankit Tiwari,Uttar Pradesh,Barabanki,Bikapur,Lakshmipur,7942,136/7,Commercial,4727,2020,27.496818,82.322832,LANDDOC-10557,2026-03-14 11:37:43,dbfa38e708fb03e2b4f5abc70a75f81484905908f86c1c9015fac73f244a7c36,qr_codes\qr_557.png
558,Saurabh Jain,Neha Gupta,Uttar Pradesh,Lucknow,Meja,Madhopur,4502,621/7,Commercial,3353,2018,26.284221,81.770493,LANDDOC-10558,2026-03-14 11:37:43,f05f06fdfcb3c637076be42d98dad5d233f7de3f04e2d05e3d7b97808e0c88c6,qr_codes\qr_558.png
559,Arjun Singh,Saurabh Jain,Uttar Pradesh,Barabanki,Sadar,Kalyanpur,3932,652/3,Agricultural,1299,2015,26.270018,79.866977,LANDDOC-10559,2026-03-14 11:37:43,5bd72c938048bd41d7f2b2c80732a235e27508b9aff0d0102f804879ccc2215f,qr_codes\qr_559.png
560,Pooja Yadav,Pooja Yadav,Uttar Pradesh,Prayagraj,Bikapur,Basantpur,6091,395/3,Residential,754,2015,26.430173,82.35846,LANDDOC-10560,2026-03-14 11:37:43,bea22d10277b0810c640f711ee20ae16b8b36c5c982d71cac0e6829dc96d565d,qr_codes\qr_560.png
561,Ankit Tiwari,Nidhi Saxena,Uttar Pradesh,Lucknow,Phulpur,Madhopur,4327,484/8,Commercial,4047,2023,27.068822,82.262983,LANDDOC-10561,2026-03-14 11:37:43,366fb20deb0b2c25ce5abebd9c34260cc2e80ef4845eab7edbc00e843bea03d8,qr_codes\qr_561.png
562,Anjali Srivastava,Neha Gupta,Uttar Pradesh,Lucknow,Malihabad,Madhopur,3073,749/8,Residential,3638,2021,27.162255,80.362341,LANDDOC-10562,2026-03-14 11:37:43,327f80c67ac977885d83b62d66898d425dbf9392ce10fb617e811d79b996d7ba,qr_codes\qr_562.png
563,Priya Singh,Rahul Verma,Uttar Pradesh,Gorakhpur,Phulpur,Rampur,3576,151/4,Residential,2150,2022,27.197378,81.961058,LANDDOC-10563,2026-03-14 11:37:43,fe194c40b0b4a3f700762d351a9e6af3efcdd8db887e9ec2a751fce7ec2b235e,qr_codes\qr_563.png
564,Sneha Dubey,Nidhi Saxena,Uttar Pradesh,Prayagraj,Sadar,Lakshmipur,2877,602/6,Residential,2256,2021,26.987777,81.499067,LANDDOC-10564,2026-03-14 11:37:43,b2173e44714e87f885906a00696a7d82186167ed4aab4e84ccb341e72f25c8b9,qr_codes\qr_564.png
565,Pooja Yadav,Vikas Pandey,Uttar Pradesh,Gorakhpur,Malihabad,Rampur,9299,150/3,Residential,4706,2021,26.981404,79.734995,LANDDOC-10565,2026-03-14 11:37:43,f0677051fef0ff6ec7a1696feb171d7a0c8030c5cf304fb8336856000d9dcfd2,qr_codes\qr_565.png
566,Nidhi Saxena,Ravi Shukla,Uttar Pradesh,Prayagraj,Bikapur,Basantpur,6126,740/3,Residential,1964,2018,25.733832,80.253824,LANDDOC-10566,2026-03-14 11:37:43,0f881fcf352474b9f7255a3be4eb9658118fcb0cc391f4e4ed71b502247ff0df,qr_codes\qr_566.png
567,Deepak Yadav,Pooja Yadav,Uttar Pradesh,Gorakhpur,Bikapur,Madhopur,8423,648/6,Agricultural,1891,2016,26.318007,81.525865,LANDDOC-10567,2026-03-14 11:37:43,77c5af0722bcc345b6d6b0b2198bcf263f85da926f98a1f7241d86b1f3f3a64e,qr_codes\qr_567.png
568,Rohit Mishra,Nidhi Saxena,Uttar Pradesh,Barabanki,Bikapur,Kalyanpur,8635,271/6,Commercial,4030,2017,26.564527,82.111128,LANDDOC-10568,2026-03-14 11:37:43,f0eef184056caeda7cfd149fce65944d79cc58e97ca2b6e3e4ddbdafd5fa5a3b,qr_codes\qr_568.png
569,Amit Sharma,Sneha Dubey,Uttar Pradesh,Gorakhpur,Phulpur,Lakshmipur,8539,126/1,Commercial,3089,2017,27.060392,80.297622,LANDDOC-10569,2026-03-14 11:37:43,e1e3e0df9a7cbcfb6fa23b252218ca3cca44025f310dcade56afc077adc7b4ab,qr_codes\qr_569.png
570,Ravi Shukla,Ravi Shukla,Uttar Pradesh,Prayagraj,Sadar,Kalyanpur,1198,495/6,Residential,4446,2022,26.890233,81.955745,LANDDOC-10570,2026-03-14 11:37:43,9789e86a47868851faaf78dabc2aff56b7b408170cf390d37b1f01a3d51660b3,qr_codes\qr_570.png
571,Rahul Verma,Rahul Verma,Uttar Pradesh,Varanasi,Bikapur,Madhopur,6795,388/4,Agricultural,3683,2024,27.35174,79.626262,LANDDOC-10571,2026-03-14 11:37:43,a496c98f0fe2a87970222e0fe303a67c2ff978bbedaa3577ba5ad8ee088846e2,qr_codes\qr_571.png
572,Amit Sharma,Nidhi Saxena,Uttar Pradesh,Prayagraj,Sadar,Kalyanpur,2518,424/8,Residential,288,2019,26.059862,82.318552,LANDDOC-10572,2026-03-14 11:37:43,4aec58ef7d3b487d60ab0cebb95c77557a6c1eae8dc1bbe079a8cad9841ac3ba,qr_codes\qr_572.png
573,Ankit Tiwari,Deepak Yadav,Uttar Pradesh,Varanasi,Meja,Madhopur,6603,670/7,Residential,4323,2019,25.707769,79.816215,LANDDOC-10573,2026-03-14 11:37:43,9c1a471f018b7e4bfc2f8a5ffc08946a9c30e0706b76d5e401c4c5536ca7908b,qr_codes\qr_573.png
574,Vikas Pandey,Anjali Srivastava,Uttar Pradesh,Varanasi,Bikapur,Shivpur,1264,372/8,Residential,4696,2022,25.804511,80.968714,LANDDOC-10574,2026-03-14 11:37:43,0394c18746afad26085844356266a7568e0687839d98013b82cabbe3630b2164,qr_codes\qr_574.png
575,Saurabh Jain,Arjun Singh,Uttar Pradesh,Barabanki,Bikapur,Basantpur,9237,982/4,Agricultural,2220,2023,26.464043,81.929522,LANDDOC-10575,2026-03-14 11:37:43,a2c0a84cd2f56868fd6aeab0d690af0aecf7d35844d093137500c1e27f176aeb,qr_codes\qr_575.png
576,Ravi Shukla,Priya Singh,Uttar Pradesh,Sitapur,Phulpur,Rampur,8449,343/5,Residential,4066,2015,27.123263,81.244122,LANDDOC-10576,2026-03-14 11:37:43,ea5f38ec7facd3d4955134f7856b68a87c26505f764f281dc8750b9abadd7871,qr_codes\qr_576.png
577,Deepak Yadav,Vikas Pandey,Uttar Pradesh,Varanasi,Meja,Rampur,9415,432/6,Agricultural,996,2022,25.613951,81.811007,LANDDOC-10577,2026-03-14 11:37:43,76b2f43acd973af844708fd5a94f9a0c30de85a372e652efa8cd6066f637e774,qr_codes\qr_577.png
578,Rohit Mishra,Sneha Dubey,Uttar Pradesh,Gorakhpur,Malihabad,Kalyanpur,3571,662/5,Agricultural,3718,2020,26.027304,80.008518,LANDDOC-10578,2026-03-14 11:37:43,c786c232557ef541582c90d9591908f89bf84eb61b4a2e58452155e08d67bfbd,qr_codes\qr_578.png
579,Vikas Pandey,Sneha Dubey,Uttar Pradesh,Lucknow,Phulpur,Lakshmipur,9028,893/1,Commercial,4656,2017,25.959348,81.471192,LANDDOC-10579,2026-03-14 11:37:43,f4292c5f1ee344e3edaeac27f9f70e41a21d2320a9021f47b81dd991dbfd14a6,qr_codes\qr_579.png
580,Anjali Srivastava,Deepak Yadav,Uttar Pradesh,Varanasi,Bikapur,Madhopur,1464,127/8,Commercial,1640,2016,26.767876,80.188072,LANDDOC-10580,2026-03-14 11:37:43,d2263e666621da39fe9b35b000e52a4945b02ff32eb182ccedb293a765e785f9,qr_codes\qr_580.png
581,Arjun Singh,Ankit Tiwari,Uttar Pradesh,Lucknow,Meja,Shivpur,6075,570/6,Agricultural,3600,2021,26.174676,79.51405,LANDDOC-10581,2026-03-14 11:37:43,4aeef0087c283aec27a5a5c408c371569bef31c9046b99ad71b7510f087a8f34,qr_codes\qr_581.png
582,Rahul Verma,Rahul Verma,Uttar Pradesh,Sitapur,Meja,Shivpur,3104,818/7,Residential,2424,2023,26.26622,79.872108,LANDDOC-10582,2026-03-14 11:37:43,3a2e4bccf5bd6b26429cebe4e378cce5dfb82ef14d84f1015cafcb881217cf13,qr_codes\qr_582.png
583,Sneha Dubey,Saurabh Jain,Uttar Pradesh,Barabanki,Phulpur,Shivpur,5626,425/3,Commercial,1263,2018,26.884819,82.183147,LANDDOC-10583,2026-03-14 11:37:43,fc70a405dad89e92db8b35d48424ae705fecd9a4b14c96e8b056629360f6c5a4,qr_codes\qr_583.png
584,Anjali Srivastava,Rahul Verma,Uttar Pradesh,Varanasi,Bikapur,Kalyanpur,1803,322/8,Commercial,2864,2019,26.081152,80.009921,LANDDOC-10584,2026-03-14 11:37:43,de836ff53dcb2cdc56200381c7f73035aa683966506986a4f336dbdc79d3de31,qr_codes\qr_584.png
585,Arjun Singh,Rohit Mishra,Uttar Pradesh,Lucknow,Phulpur,Shivpur,8647,420/3,Commercial,929,2016,26.772348,81.358973,LANDDOC-10585,2026-03-14 11:37:43,f7e6186e51a76e5b44e094c51390fa467a1a98839deea2e5292b01916a7b6c1d,qr_codes\qr_585.png
586,Sneha Dubey,Amit Sharma,Uttar Pradesh,Sitapur,Bikapur,Kalyanpur,7476,855/2,Commercial,4490,2017,26.251499,80.326171,LANDDOC-10586,2026-03-14 11:37:43,39d698d12cbb2d13926e36f0e5cd46943feedc9d218e2da67a76bf3ff45db6bb,qr_codes\qr_586.png
587,Arjun Singh,Ravi Shukla,Uttar Pradesh,Barabanki,Bikapur,Lakshmipur,8895,245/7,Agricultural,4640,2018,27.270622,80.728611,LANDDOC-10587,2026-03-14 11:37:43,3e485460dc8d2d69cee968e66d2a6cf02035e9fddf00865e1e813be9be0f6a91,qr_codes\qr_587.png
588,Saurabh Jain,Neha Gupta,Uttar Pradesh,Barabanki,Phulpur,Kalyanpur,4366,358/5,Agricultural,3092,2021,25.615455,81.722452,LANDDOC-10588,2026-03-14 11:37:43,34ae5f5c8725d90df550057c6a3b18a1047afa9e24a65eae10661012ed9888bf,qr_codes\qr_588.png
589,Ankit Tiwari,Priya Singh,Uttar Pradesh,Gorakhpur,Malihabad,Lakshmipur,4169,340/9,Commercial,1077,2024,27.43653,81.497701,LANDDOC-10589,2026-03-14 11:37:43,fa686da07ad7f2d6ca801f33e18cb498d7ab9beeb759b05e30e983dbe0a03017,qr_codes\qr_589.png
590,Rohit Mishra,Pooja Yadav,Uttar Pradesh,Varanasi,Meja,Shivpur,1323,589/2,Commercial,371,2018,27.365069,82.058249,LANDDOC-10590,2026-03-14 11:37:43,bd125fd093330223f4721bc1ee148b3b7616f2df6cba2f18391ac524be441a47,qr_codes\qr_590.png
591,Rohit Mishra,Ravi Shukla,Uttar Pradesh,Kanpur,Phulpur,Madhopur,9565,821/2,Residential,3895,2023,26.886731,81.862571,LANDDOC-10591,2026-03-14 11:37:43,356517d55d4652ce13931b0c171b80d1face4dced8008ab520b86ed9eba6c35a,qr_codes\qr_591.png
592,Amit Sharma,Nidhi Saxena,Uttar Pradesh,Prayagraj,Phulpur,Basantpur,3366,414/1,Agricultural,3007,2019,25.883413,79.946453,LANDDOC-10592,2026-03-14 11:37:43,5c6803e8313dfd57e1a96e926ebb722a8e2b81a24075429dae3fbf289674c05c,qr_codes\qr_592.png
593,Neha Gupta,Arjun Singh,Uttar Pradesh,Gorakhpur,Meja,Madhopur,8175,988/6,Commercial,4775,2017,26.734217,80.194584,LANDDOC-10593,2026-03-14 11:37:43,86178958fcdcb8534c38323b19f7a3607dcf336b1f1059768cc2e4198dda7473,qr_codes\qr_593.png
594,Vikas Pandey,Ravi Shukla,Uttar Pradesh,Prayagraj,Bikapur,Kalyanpur,6631,605/7,Agricultural,3518,2018,26.779577,81.539938,LANDDOC-10594,2026-03-14 11:37:43,ff5bf8a1d94feac5a5acb9cc2948dd2c5669facf9e057136e43e54614a9deefa,qr_codes\qr_594.png
595,Amit Sharma,Deepak Yadav,Uttar Pradesh,Lucknow,Sadar,Basantpur,6185,653/4,Commercial,2929,2020,26.478625,79.963962,LANDDOC-10595,2026-03-14 11:37:43,3ba0eb9299031ad7b0dee937c4151bff2c0a55c2b063c907d061c788457b3242,qr_codes\qr_595.png
596,Amit Sharma,Ravi Shukla,Uttar Pradesh,Kanpur,Sadar,Madhopur,4498,114/3,Residential,4977,2022,26.706169,81.465045,LANDDOC-10596,2026-03-14 11:37:43,b3108c1e642aaaff9acab6d6e71f2e453cf20e8d4341b082fb1bde832c50ef4b,qr_codes\qr_596.png
597,Saurabh Jain,Ankit Tiwari,Uttar Pradesh,Lucknow,Bikapur,Lakshmipur,1592,499/3,Agricultural,4251,2019,25.708957,79.80696,LANDDOC-10597,2026-03-14 11:37:43,0828668693deb2b9d7665e2507c75addab32aa94c68344003bba61227b32663a,qr_codes\qr_597.png
598,Arjun Singh,Sneha Dubey,Uttar Pradesh,Sitapur,Phulpur,Rampur,3723,802/5,Agricultural,2082,2017,25.752041,79.738265,LANDDOC-10598,2026-03-14 11:37:43,12ebdcef78039028f642f6bc92944a8bfe9580bb6aaaeac5c1b5aa72cd250dd2,qr_codes\qr_598.png
599,Rahul Verma,Priya Singh,Uttar Pradesh,Kanpur,Malihabad,Rampur,2255,402/6,Commercial,3771,2019,26.874966,81.478238,LANDDOC-10599,2026-03-14 11:37:43,730589f1c7168388af1733aa75b3d5fe2cc869c59ee2c7e828da1459ba98a5d1,qr_codes\qr_599.png
600,Ankit Tiwari,Arjun Singh,Uttar Pradesh,Sitapur,Sadar,Lakshmipur,2919,722/3,Commercial,751,2019,26.819035,81.93687,LANDDOC-10600,2026-03-14 11:37:43,c384fea59b10d7b07ec1aa4b66ef82a5f0889d806d48777e524ae9c9b1ee669f,qr_codes\qr_600.png
601,Ankit Tiwari,Anjali Srivastava,Uttar Pradesh,Sitapur,Sadar,Shivpur,4638,680/2,Residential,3815,2024,26.64533,80.484894,LANDDOC-10601,2026-03-14 11:37:43,d20ec745468a2c06a79a7c46016c71913f97d08547fb8fc79d2d17ded058db67,qr_codes\qr_601.png
602,Deepak Yadav,Pooja Yadav,Uttar Pradesh,Barabanki,Malihabad,Basantpur,6465,193/6,Agricultural,3743,2022,26.075879,81.404786,LANDDOC-10602,2026-03-14 11:37:43,c695de3102630fd457616313ab85d9cc95208b48d11dd4ef8eaf4aa253384cda,qr_codes\qr_602.png
603,Vikas Pandey,Neha Gupta,Uttar Pradesh,Lucknow,Bikapur,Kalyanpur,1117,584/8,Agricultural,3785,2016,26.358952,82.341712,LANDDOC-10603,2026-03-14 11:37:43,5c788e337d3988668b1bdaf15ab03d45e8e42ad5a15d5d5b077013147772f9c0,qr_codes\qr_603.png
604,Vikas Pandey,Saurabh Jain,Uttar Pradesh,Prayagraj,Meja,Kalyanpur,7504,387/7,Commercial,3262,2024,27.267847,80.091076,LANDDOC-10604,2026-03-14 11:37:43,a89fa8eab8b783f00bd42599625585677144e5bca9e84021c070136e47154a6d,qr_codes\qr_604.png
605,Rohit Mishra,Vikas Pandey,Uttar Pradesh,Kanpur,Meja,Lakshmipur,8544,254/8,Residential,3926,2017,27.244363,81.409849,LANDDOC-10605,2026-03-14 11:37:43,2da7a731f2715d0bb3e79226483fa46751a2c07b657ddbedbe06099b59db25ee,qr_codes\qr_605.png
606,Nidhi Saxena,Priya Singh,Uttar Pradesh,Sitapur,Malihabad,Madhopur,2581,483/7,Commercial,313,2017,25.948779,81.64678,LANDDOC-10606,2026-03-14 11:37:43,d86f3492a7989f4ceb2a8f5928c259ac53990d5e0a5a51b7a2be4fc7a464aa9a,qr_codes\qr_606.png
607,Pooja Yadav,Sneha Dubey,Uttar Pradesh,Varanasi,Meja,Rampur,8830,562/7,Commercial,2460,2024,25.527474,80.112945,LANDDOC-10607,2026-03-14 11:37:43,d7e831e083a41ada8a567940ea19a711ed76d99f58e7155b087973accf74ec7f,qr_codes\qr_607.png
608,Vikas Pandey,Anjali Srivastava,Uttar Pradesh,Gorakhpur,Malihabad,Lakshmipur,7337,595/3,Residential,3072,2018,25.633084,81.944361,LANDDOC-10608,2026-03-14 11:37:43,83ae5de22d5745ec124c77880942880004fc16ae65c38d43c5fb973602f5e569,qr_codes\qr_608.png
609,Anjali Srivastava,Neha Gupta,Uttar Pradesh,Varanasi,Malihabad,Kalyanpur,8285,137/8,Agricultural,2806,2020,26.377768,79.73638,LANDDOC-10609,2026-03-14 11:37:43,9658e02d7ad2ae963381153df7fe240c6ca158e84bd332ee4f17de502f7ab76a,qr_codes\qr_609.png
610,Amit Sharma,Ankit Tiwari,Uttar Pradesh,Prayagraj,Meja,Basantpur,5128,129/5,Commercial,1180,2015,26.025131,80.301346,LANDDOC-10610,2026-03-14 11:37:43,aec27ef0b892b20b4396e75150e007d9d1876d007773b6b043284e550e67026f,qr_codes\qr_610.png
611,Vikas Pandey,Priya Singh,Uttar Pradesh,Gorakhpur,Sadar,Lakshmipur,5598,811/4,Commercial,3052,2022,26.652439,81.92964,LANDDOC-10611,2026-03-14 11:37:43,8f023ca9650eceb36481e960a070d2ae372d5ebd848752fa4b4a64cbd57e0b36,qr_codes\qr_611.png
612,Nidhi Saxena,Rohit Mishra,Uttar Pradesh,Sitapur,Malihabad,Basantpur,7206,480/5,Residential,1159,2020,26.22795,81.403757,LANDDOC-10612,2026-03-14 11:37:43,182c5dd502d4e51e73d1282adc2a8af05849abf1e37e9cfca6ed4063769a5663,qr_codes\qr_612.png
613,Deepak Yadav,Ankit Tiwari,Uttar Pradesh,Prayagraj,Meja,Rampur,9114,877/5,Commercial,4029,2023,27.168886,79.727036,LANDDOC-10613,2026-03-14 11:37:43,81ce608b7f010da79c7e70895ee77f8fedfa5d63b930f330a8356de4c038dcf3,qr_codes\qr_613.png
614,Vikas Pandey,Arjun Singh,Uttar Pradesh,Varanasi,Sadar,Kalyanpur,5157,481/7,Commercial,2976,2020,27.148266,81.326768,LANDDOC-10614,2026-03-14 11:37:43,b6bff56e0c5565c42409229844c3bc2750095a8755e0c9bc6bb2c49a4156b7a5,qr_codes\qr_614.png
615,Sneha Dubey,Saurabh Jain,Uttar Pradesh,Lucknow,Bikapur,Rampur,3088,452/3,Commercial,3148,2017,26.561883,81.465144,LANDDOC-10615,2026-03-14 11:37:43,95727289e2cb10f58bc0c0aa8e3c9cdb938fc9623d20f9debd1820da543be1e2,qr_codes\qr_615.png
616,Sneha Dubey,Neha Gupta,Uttar Pradesh,Varanasi,Meja,Madhopur,8053,575/9,Commercial,1065,2019,26.461956,79.915623,LANDDOC-10616,2026-03-14 11:37:43,446775cc18dbfb963b8d50db6dd329acb0fc4251f0cbc13ff678cea3ed05dff5,qr_codes\qr_616.png
617,Saurabh Jain,Ravi Shukla,Uttar Pradesh,Kanpur,Bikapur,Lakshmipur,6356,789/9,Residential,4024,2017,26.219547,81.469171,LANDDOC-10617,2026-03-14 11:37:43,c1bf032a7e4f0086c34ce6cf17402e01cc32744da6c7558a414705775f611b11,qr_codes\qr_617.png
618,Anjali Srivastava,Ankit Tiwari,Uttar Pradesh,Varanasi,Bikapur,Basantpur,1574,338/3,Agricultural,3756,2021,27.290053,81.790979,LANDDOC-10618,2026-03-14 11:37:43,de104e5f3699fb025270fee2e1f9fb416eb7b2a63503c842ced59d6579975a0d,qr_codes\qr_618.png
619,Rahul Verma,Pooja Yadav,Uttar Pradesh,Sitapur,Sadar,Lakshmipur,2586,533/4,Residential,1712,2015,25.894013,81.122175,LANDDOC-10619,2026-03-14 11:37:43,102c7d1910c49d260f0ce15083a14c9efa73b6b717aec635b2923e31974853e9,qr_codes\qr_619.png
